author,viewcount,num,av,max_viewcount,fans
831239,9658,1,51909665,9658,
92548267,9654,1,39515642,9654,
24532387,9653,1,44229111,9653,
387452387,9653,1,36364775,9653,
17276603,9649,3,48252120,4610,
396260877,9648,2,43683779,9619,
84115741,9641,1,36533704,9641,
8927934,9637,1,41031359,9637,
23507694,9637,2,51322809,5588,
296868261,9634,12,46872732,2415,
274976057,9630,3,38015722,6538,
1457974,9629,9,39359797,5007,
190353078,9628,3,38449898,6744,
155929155,9626,1,38620624,9626,
251309778,9625,1,40291116,9625,
140484347,9623,1,37695400,9623,
27942364,9622,1,47590873,9622,
124791360,9621,4,45301643,8163,
410984610,9620,6,51644298,8064,
121906843,9619,2,42951347,9469,
388958740,9615,1,38040394,9615,
347553015,9614,2,45636951,6314,
20991241,9610,8,47319878,6756,
50547462,9608,4,52056146,4012,
30502441,9607,2,49575564,9441,
204236430,9599,1,37763975,9599,
294981734,9599,3,50174344,4914,
73275555,9596,1,44620733,9596,
59942674,9592,5,41704930,8356,
376573410,9585,3,43986416,8905,
32381051,9585,3,50044133,7941,
24017122,9584,4,46121138,3829,
24077036,9582,2,45946381,9140,
249209094,9582,1,40914109,9582,
53541242,9570,7,41325772,2135,
8632455,9569,1,46726019,9569,
29179094,9567,1,43700352,9567,
363809007,9566,1,42013795,9566,
165714796,9566,1,47832729,9566,
7241920,9565,1,37540821,9565,
4434225,9563,2,45549018,8305,
25043376,9563,1,51302645,9563,
318967364,9559,4,35767194,4949,
24629072,9555,4,51512796,7898,
55425603,9555,8,46086861,8027,
400941528,9552,8,51982418,4706,
10683797,9550,5,40764009,3454,
1821349,9550,1,43176694,9550,
38588615,9547,1,44831075,9547,
65718619,9547,7,51354283,7494,
23182842,9542,1,45853903,9542,
1872388,9541,26,42420398,1050,
96627392,9539,1,48596430,9539,
174605643,9538,1,36055580,9538,
289106312,9534,2,37777190,5548,
34301232,9533,4,50404156,5594,
416179734,9531,1,50255602,9531,
179982151,9528,2,42085161,7223,
263138561,9527,1,39722431,9527,
107668948,9524,56,44703729,1197,
18383913,9523,4,36724068,3589,
423437031,9522,3,51466156,5844,
176551345,9522,4,47519378,3949,
408512492,9521,1,50552143,9521,
64570077,9521,1,52008075,9521,
32913830,9521,6,51165114,4508,
325533042,9518,3,39642308,5340,
17456404,9516,1,51212992,9516,
32579223,9514,1,45242510,9514,
9450232,9511,16,36416700,3331,
63607313,9506,141,37391212,2201,
75502524,9505,2,40884326,7902,
23867706,9501,7,48209030,3376,
396040172,9498,6,42809678,3357,
21489734,9494,2,35232286,9224,
14074823,9490,3,48309379,4089,
69206836,9488,4,40779315,4276,
73458653,9484,2,45896524,9128,
401474885,9484,5,44272391,3755,
40146497,9480,14,42527876,3166,
22912913,9478,5,39606447,4033,
47374566,9476,2,39805506,9253,
52307239,9474,1,38941870,9474,
314594912,9474,1,39177420,9474,
37892502,9473,1,40646078,9473,
57936874,9471,2,45369761,6538,
1273094,9470,1,41347827,9470,
386802846,9470,1,40740515,9470,
3817643,9470,1,37809778,9470,
578921,9470,12,51537630,1655,
8116917,9463,1,44826029,9463,
43881624,9454,7,43112293,3037,
20308756,9454,1,40341355,9454,
17512504,9452,1,51990876,9452,
371624827,9451,2,49051499,5690,
300382752,9450,18,46703577,2100,
105525840,9449,1,46199058,9449,
232680803,9449,1,40144753,9449,
17440046,9447,9,41374920,5540,
395475092,9445,1,41272965,9445,
310244519,9437,1,37158043,9437,
8375753,9434,4,40921193,6340,
32598879,9434,31,49651657,5193,
315173143,9432,2,49197493,9392,
5457270,9430,2,35174561,7887,
342871854,9429,7,39667819,2434,
276552822,9427,1,37359859,9427,
279602302,9427,9,45841863,2563,
317750265,9425,3,48875167,8680,
347054852,9423,2,46856682,5875,
362182355,9423,2,38255203,5360,
177252255,9422,1,36392488,9422,
382803808,9421,5,50509504,3212,
2733785,9420,1,43000225,9420,
372216564,9416,4,35533640,9059,
895565,9414,27,48464041,1386,
388222487,9412,4,43869184,6505,
389739073,9411,6,37432080,4022,
32382072,9411,3,38548667,6835,
12987266,9410,2,47315891,9395,
6789303,9410,1,47301883,9410,
294482500,9407,3,48992074,4018,
3025837,9407,1,43213836,9407,
395995149,9407,4,43982255,4483,
9635897,9404,1,44567371,9404,
38213839,9403,3,51451523,3879,
137401458,9402,1,45738118,9402,
327651219,9401,3,40353605,4494,
403054493,9400,1,46537590,9400,
289056559,9400,1,39532105,9400,
235988276,9399,3,49735885,7908,
19858194,9390,3,50815972,6808,
2619172,9388,1,37643710,9388,
14443702,9379,1,43034316,9379,
322187756,9377,3,37350749,4092,
406776787,9376,1,46126955,9376,
400537441,9372,3,44887129,7594,
94192413,9372,6,40095643,7370,
20060830,9371,1,45553472,9371,
357016719,9370,2,49500065,8526,
385169722,9369,1,35370986,9369,
281451699,9367,1,36342707,9367,
622755,9360,1,35722197,9360,
27455614,9358,1,35295115,9358,
44975113,9357,1,45825449,9357,
1522239,9356,9,48111666,5494,
189742024,9356,23,36070348,6598,
196304411,9352,6,39254346,4706,
18608828,9343,1,49242783,9343,
384403528,9342,4,48695915,7232,
21067442,9341,15,35252545,1062,
44782708,9339,11,39117452,2230,
96980270,9337,1,42966983,9337,
16235220,9333,2,46860550,6792,
179360695,9331,2,49880434,8735,
24784505,9329,3,48913079,6453,
319119325,9327,1,50793170,9327,
349784494,9325,1,36152240,9325,
379945910,9318,1,43400912,9318,
403631898,9317,1,44753021,9317,
278390967,9316,1,48260720,9316,
395130283,9310,7,42567600,4708,
375316342,9309,1,44276836,9309,
320477030,9309,2,49727691,7088,
239404913,9307,2,35183121,8519,
38850393,9307,3,40547239,4592,
7639958,9305,1,50793796,9305,
399655255,9305,1,51202508,9305,
8405454,9304,1,36413182,9304,
4629788,9303,2,45067722,7189,
47518483,9299,11,45863101,2101,
372606714,9296,5,46807722,5080,
51882957,9293,2,39198646,4887,
11223790,9292,13,43380562,3613,
109906925,9290,1,49331028,9290,
10768785,9288,1,35855749,9288,
303252934,9283,2,37475716,5795,
397442258,9282,1,43307644,9282,
15797521,9282,24,39946497,1850,
318536,9279,5,50717502,3686,
46896974,9276,1,43787561,9276,
5631284,9276,2,42754130,6142,
85567630,9270,1,50812498,9270,
519827,9266,1,41262754,9266,
1746881,9265,1,52023609,9265,
88548840,9262,3,44227172,6485,
178823413,9262,4,41254127,4287,
294824522,9261,2,38843089,5362,
30231796,9258,1,42410878,9258,
38242979,9257,6,46731178,7207,
238229241,9257,6,51098621,2332,
172880474,9256,1,38921527,9256,
409792668,9255,1,49403770,9255,
180363533,9253,1,42000966,9253,
14547338,9252,1,45589553,9252,
24076021,9248,1,43514142,9248,
170647127,9245,1,45839645,9245,
22391032,9244,2,42291835,8380,
19197218,9241,1,49892419,9241,
567218,9238,5,42817985,2900,
3937308,9236,1,48046518,9236,
271461662,9235,3,51403308,7218,
34762662,9235,1,51812363,9235,
80456181,9230,4,41042357,7518,
18951031,9229,3,47019656,6333,
2031835,9229,3,50155522,3859,
17069343,9218,1,47608694,9218,
231785540,9217,1,39604484,9217,
103062616,9216,1,51285883,9216,
11076024,9214,5,39604293,2676,
11920141,9212,1,50482830,9212,
29042204,9207,5,47713122,4600,
26328715,9206,1,40753991,9206,
2137875,9204,3,48873035,4912,
66028437,9203,4,48273466,6994,
20726893,9199,3,41926685,5332,
88718999,9199,9,48960032,3602,
238389615,9197,1,36011461,9197,
1339247,9195,7,37506921,5353,
60942222,9191,1,39097796,9191,
320795281,9188,13,52029658,7014,
261621541,9188,1,49908844,9188,
303140406,9186,2,43790645,8536,
24836162,9184,4,41278306,5459,
397315737,9183,1,49520191,9183,
28329082,9181,7,35243077,3225,
15087709,9180,1,39508807,9180,
4758962,9159,1,40661206,9159,
362022065,9154,1,35260332,9154,
99037544,9154,1,41044606,9154,
397454697,9153,1,43214932,9153,
5401631,9148,8,46380435,1618,
382334402,9144,109,38855378,1916,
8167739,9140,2,48409764,6804,
381996783,9138,3,51430209,4109,
16649818,9137,1,40451634,9137,
16702761,9136,1,49099551,9136,
21183410,9136,1,50490951,9136,
4659234,9134,4,41594200,5519,
383354368,9134,1,39186989,9134,
5322237,9133,2,51954261,4567,
271957039,9132,3,45026862,8667,
3054986,9130,2,38163643,7704,
276230822,9129,1,46618190,9129,
12283431,9123,1,48709199,9123,
343636629,9122,1,42038578,9122,
19867395,9122,1,47739967,9122,
291288953,9119,3,51569800,4066,
8900388,9117,1,35716992,9117,
39119331,9116,2,40904740,5494,
234062192,9111,1,43343058,9111,
32155886,9108,2,36080307,8955,
109600653,9107,1,43864658,9107,
21298105,9100,7,42258110,3416,
108844161,9099,2,50072333,8505,
9157511,9099,2,51460082,8506,
10822493,9098,1,37206095,9098,
12165380,9096,2,48559233,8830,
354523135,9095,1,45210091,9095,
283507107,9094,1,43866813,9094,
33159158,9092,3,41368551,4552,
10394749,9092,1,35431956,9092,
395613593,9090,6,42431486,2635,
86718224,9088,1,43845843,9088,
11997529,9087,1,42184370,9087,
37264706,9084,1,36214755,9084,
5564897,9083,1,39315869,9083,
7896463,9081,1,49229803,9081,
336325144,9074,1,44623046,9074,
16979033,9070,1,50767672,9070,
12772470,9067,1,50087369,9067,
31283344,9067,1,40878485,9067,
87171512,9066,1,48989740,9066,
3251886,9065,4,50109280,4113,
254091996,9065,4,44974805,8461,
196181257,9064,21,44347783,1932,
50569566,9063,4,38777307,7538,
395939428,9062,3,43314474,3566,
10928086,9052,2,40023589,8689,
12504871,9051,1,51942101,9051,
123357529,9049,5,38861810,7269,
109157957,9047,3,43149185,3997,
282089262,9047,2,49941028,8099,
20270156,9043,2,38599963,5378,
937245,9041,5,47396907,2865,
4773395,9038,1,38166089,9038,
51606885,9036,1,41808889,9036,
18774230,9031,2,43718967,5933,
2933779,9019,2,50796783,5242,
238615494,9018,2,50509792,8509,
105049996,9015,2,40885047,8651,
152081656,9009,2,41374335,7858,
4354126,9008,4,46455779,6570,
233042457,9008,2,35545340,6110,
322439425,9007,4,39174178,7325,
41145794,9006,1,36757624,9006,
229788150,9006,1,46253619,9006,
16209189,9005,1,40520535,9005,
403329387,9001,2,45312794,8740,
17782945,8999,3,40491874,4803,
236085222,8995,3,35117005,7292,
25291121,8988,2,40636110,7236,
15766183,8983,4,50778305,3759,
6697361,8979,2,44476848,7918,
11656089,8978,1,39505134,8978,
147866856,8978,1,43467553,8978,
15127600,8973,1,45144082,8973,
225381018,8972,3,44708570,4547,
269386923,8972,2,47982579,8875,
336971631,8969,1,41858343,8969,
9736159,8968,2,48801600,8831,
188709957,8966,1,37081649,8966,
4604219,8965,1,35385724,8965,
36738730,8964,8,50004860,4132,
354672231,8963,3,47974789,6561,
23588012,8962,6,48756902,3545,
262452501,8959,1,39332215,8959,
385287144,8958,33,37904728,981,
398500219,8956,3,46560806,4548,
110130142,8947,3,37790218,5849,
72887851,8946,1,42995387,8946,
103232318,8945,5,45165066,5890,
33901764,8945,1,41291874,8945,
23013879,8942,2,37788111,8306,
24319430,8941,5,49479119,4261,
8880649,8940,1,39922645,8940,
34066547,8939,1,43139265,8939,
414695766,8939,4,50802565,5635,
399178530,8931,11,48320402,6122,
7971507,8929,7,45694595,3623,
33909761,8927,2,36217226,4708,
320174729,8927,3,47121831,6084,
198472018,8926,3,49936947,5966,
5127263,8925,1,35673094,8925,
51434011,8920,1,39028904,8920,
5401303,8919,1,50478250,8919,
385116565,8918,2,39065980,8835,
267675634,8918,1,44942793,8918,
39049530,8908,1,39698006,8908,
45961374,8905,4,45226201,8063,
17041890,8903,3,35862735,4413,
208578119,8897,1,43648495,8897,
316732740,8889,3,51340093,6132,
2623178,8887,1,41241431,8887,
21157310,8887,2,42485895,5742,
386274766,8885,2,49858479,5554,
252584319,8882,5,47761297,5056,
16808247,8881,1,48013504,8881,
390150583,8879,4,45982465,4405,
27929370,8877,1,45510925,8877,
2921280,8876,4,48941591,3008,
6277181,8875,2,49782090,5782,
113631294,8873,6,46303754,3223,
8330836,8873,3,46798286,4860,
332891654,8870,2,50187760,8756,
5448283,8867,2,47672739,5319,
3738777,8867,8,50483606,3455,
403275399,8861,5,50013415,7135,
168862030,8853,2,39729591,8476,
244729363,8850,2,50180811,6508,
12457322,8850,2,40274634,7964,
1781921,8845,3,35810318,7400,
170124396,8844,1,42600264,8844,
351759142,8840,1,52144480,8840,
382636778,8838,7,45110837,3071,
88680590,8837,3,46667616,5748,
316571162,8836,1,49723320,8836,
407195107,8835,2,46677343,4848,
198446854,8834,2,41904834,6741,
396576972,8834,2,50659028,8204,
16722191,8833,1,46959032,8833,
319480498,8830,2,38725960,7901,
20917536,8829,6,37653059,4663,
30023015,8823,1,42889414,8823,
10378120,8818,1,36759581,8818,
33683149,8816,1,36084040,8816,
44418897,8815,5,39674378,2996,
414823982,8811,8,49408276,3769,
414781059,8810,4,51253572,7868,
40068340,8808,6,44022751,6339,
348819685,8804,1,39876741,8804,
6402877,8801,1,35321425,8801,
20026343,8797,2,40888978,6044,
14716935,8797,5,42732590,4411,
421728002,8791,1,50534365,8791,
34115192,8791,1,35233987,8791,
40573667,8789,43,47093809,2762,
111255249,8785,3,38974300,8466,
382107912,8783,1,45881874,8783,
172774532,8775,2,43884023,7073,
258030191,8770,6,41548316,6900,
64128886,8769,5,47472211,4097,
214024668,8766,3,38117969,7928,
35725520,8763,2,48278993,7562,
295596683,8762,1,41600667,8762,
103406231,8760,1,37224450,8760,
32232796,8760,1,42273978,8760,
382493537,8759,1,42106073,8759,
200664537,8756,2,49837646,7404,
278749074,8753,1,39674708,8753,
2214046,8752,4,36479642,7026,
283718979,8751,34,51768263,3439,
244990623,8748,2,47331606,5043,
167411999,8746,3,44119508,5192,
53586512,8743,1,45055770,8743,
349188226,8738,2,35804249,7593,
109635317,8736,1,45942181,8736,
26533051,8734,1,37992917,8734,
33034752,8732,3,50836712,5791,
6694924,8729,7,48190111,2886,
96467999,8726,3,41870530,4955,
95837155,8726,1,43917065,8726,
130709638,8725,13,50838607,4880,
23442724,8720,2,51255746,6367,
11049351,8719,2,45424757,7648,
18412726,8719,45,39793449,1832,
397303785,8715,1,43306156,8715,
110090004,8713,2,38770669,7765,
48664831,8713,2,48739108,4937,
250467280,8713,2,46853652,7417,
243888581,8711,1,46479136,8711,
14293830,8708,1,42655260,8708,
108407922,8707,6,46890930,2863,
36588305,8702,2,49323249,6833,
110522260,8696,1,42944629,8696,
334085393,8695,8,39850515,2293,
10578559,8694,1,38974758,8694,
13527992,8692,3,36664470,3663,
405710383,8692,2,45782556,6825,
389321123,8692,2,39088335,8141,
3967033,8692,1,42066958,8692,
14023769,8691,1,40282037,8691,
100808315,8689,1,44109568,8689,
385124345,8684,35,47540563,809,
398133628,8680,16,45222933,2490,
299164184,8677,2,38735689,6979,
390249809,8676,2,37694077,6080,
5839328,8676,15,42551365,1448,
8974729,8675,2,42363847,7309,
98862460,8674,1,43080658,8674,
201670546,8674,16,36028199,2309,
1287057,8668,2,47801291,8450,
241299936,8668,2,50196220,7977,
14075566,8664,2,41038773,7973,
94226328,8664,1,42487503,8664,
216732597,8663,1,39114707,8663,
41961954,8662,1,43423668,8662,
89357005,8662,2,44222990,6794,
1446496,8661,3,42294466,6248,
182126871,8660,1,35740341,8660,
321525474,8658,1,37581662,8658,
382829439,8658,21,35950733,1634,
9073551,8650,1,41398870,8650,
398316832,8647,1,44203044,8647,
20992436,8642,2,41764204,7557,
295899121,8642,1,49258789,8642,
2760531,8641,1,38676062,8641,
234472526,8640,2,36763263,5624,
94479996,8638,1,51676308,8638,
385015051,8637,8,50838519,3462,
267436552,8636,9,50861786,4590,
24842573,8634,1,50415592,8634,
395244817,8633,1,42427669,8633,
386881076,8630,1,36303261,8630,
137502049,8630,2,45337234,8388,
187142,8628,1,46539556,8628,
2560278,8628,5,37301134,3236,
305643220,8627,4,50005637,5861,
11469420,8626,1,44627376,8626,
46712370,8621,1,46390293,8621,
10788776,8617,1,43909049,8617,
312504995,8616,4,50579224,5054,
8837421,8616,11,40550187,2751,
108628790,8615,3,46349155,7673,
16382468,8608,3,41258724,4431,
415588101,8605,4,49808863,5397,
97316913,8604,2,41563604,5401,
73008412,8602,4,39249928,4913,
318634320,8602,2,35395009,5398,
13421519,8601,1,37347043,8601,
95838729,8599,2,43242309,8181,
313561907,8599,2,45335582,6534,
41418932,8596,1,41472773,8596,
99784363,8594,2,43934748,4343,
330055902,8592,1,51965094,8592,
385696355,8592,6,35953716,2709,
236576871,8591,3,47817411,7423,
38040343,8590,1,45967035,8590,
9500586,8589,3,35955323,5668,
79379409,8586,5,41787534,2752,
114024040,8580,6,42041257,6414,
37550785,8579,3,40421012,5428,
167524386,8575,1,50977827,8575,
259929369,8570,2,44697059,7947,
7872916,8568,1,41613091,8568,
50207434,8568,1,48395087,8568,
13835413,8567,1,35631120,8567,
85348282,8567,2,41406843,4548,
265913964,8566,1,43897374,8566,
137488828,8564,1,42168739,8564,
59782086,8564,6,50154399,6953,
222874704,8563,5,41459203,7140,
397875519,8561,1,45053384,8561,
38804903,8561,5,47513611,3772,
391218607,8553,2,38761785,5588,
40836499,8553,2,42599126,7682,
319079331,8553,11,43539452,2944,
48899338,8548,1,39768885,8548,
214543461,8547,3,40311555,7582,
9817005,8546,2,43299861,5216,
108608,8544,7,38812420,3977,
335886233,8543,2,45673216,7906,
23258141,8541,1,42293385,8541,
87074937,8541,2,41806917,6795,
397507227,8540,1,42890240,8540,
263074573,8539,1,49225473,8539,
397718236,8537,2,44010415,4985,
301303586,8534,1,38799276,8534,
88766771,8531,9,46900162,3905,
390003012,8529,75,39739572,1860,
42572232,8527,1,48505668,8527,
385193426,8527,5,41681200,4890,
22384286,8519,1,44252120,8519,
147007364,8514,1,40721956,8514,
16616910,8514,1,51028055,8514,
16500601,8513,3,44312404,6758,
71599951,8512,2,39128899,8351,
373553749,8511,5,40367567,4770,
284085935,8510,3,38598697,6431,
87414963,8508,4,38158652,3951,
12155873,8502,1,48987567,8502,
17587507,8502,1,41800967,8502,
394474058,8500,3,52122308,4964,
2855948,8500,4,37631743,4119,
19592010,8495,2,48680740,5157,
15523127,8493,2,48283950,6853,
5351024,8492,1,42524169,8492,
4239145,8491,1,36872117,8491,
10786227,8485,1,35871562,8485,
23290427,8485,1,42768954,8485,
19688859,8480,2,40114222,8299,
13178234,8479,1,41171207,8479,
89917088,8479,2,44145292,8101,
325119617,8477,7,38505747,2754,
34849179,8476,1,42488530,8476,
219374738,8475,2,35377771,8335,
1492450,8474,1,40943089,8474,
49273552,8474,2,51712381,6357,
34984037,8470,1,39710412,8470,
29525044,8470,7,39325803,2353,
6840360,8470,3,40652529,3756,
2616604,8469,1,37841906,8469,
390046871,8469,1,44867154,8469,
21751873,8466,2,44644662,8208,
278716407,8465,5,38309589,7389,
6234195,8465,4,37442178,3160,
17440980,8464,2,48121732,8178,
81822614,8463,1,51716544,8463,
364547390,8460,1,36717623,8460,
5273840,8458,1,43053944,8458,
294879482,8447,1,37892697,8447,
22692976,8446,2,44250921,4330,
383016399,8443,5,40228650,3240,
39069631,8441,1,40839700,8441,
39082052,8440,2,47182559,8378,
22311845,8438,5,35718951,3030,
16172946,8434,2,35373705,5125,
350026815,8433,1,51322526,8433,
6795727,8433,1,50295488,8433,
14990832,8431,11,36837095,1410,
320507648,8429,7,47752948,3664,
10722618,8428,1,42295028,8428,
52800793,8426,10,43058082,1738,
18728003,8424,4,50816516,5698,
4724845,8423,6,44447336,4324,
168090234,8420,1,41839150,8420,
3720986,8418,4,42975142,5636,
48168006,8418,3,51366153,2943,
235514713,8415,1,40032428,8415,
19325390,8415,1,37909898,8415,
3931345,8408,1,41159422,8408,
100999749,8407,3,36732737,6084,
37895719,8406,10,41569714,2349,
17985044,8404,4,48955645,6439,
87898924,8403,1,40090400,8403,
38230360,8402,3,44843980,6589,
14178989,8401,1,46858357,8401,
56542741,8401,1,49316750,8401,
30864120,8397,1,39613187,8397,
34117986,8396,1,41106202,8396,
12045194,8389,2,52075158,8333,
24022696,8389,2,37301624,8121,
15196319,8388,3,39050195,5828,
5841579,8385,2,50230709,5110,
6086793,8383,1,41767458,8383,
4892270,8383,1,42712632,8383,
354162660,8381,5,46166542,3616,
17310443,8379,1,45789160,8379,
329374722,8378,2,47461272,7416,
219150884,8375,4,43184394,7455,
77053913,8373,1,50142960,8373,
392098492,8373,1,44454181,8373,
31390021,8372,1,43185092,8372,
3232801,8371,1,49242975,8371,
11433193,8368,7,43755173,3410,
161842303,8367,17,46190315,2483,
714969,8366,2,40768027,7577,
133190885,8365,2,46145826,6392,
11990247,8365,3,42919194,6714,
395428085,8364,3,50631485,7692,
298755843,8361,1,45126076,8361,
395188142,8360,1,40400915,8360,
390507599,8360,1,39106053,8360,
357624881,8355,7,47985299,3700,
17548166,8354,4,51592868,6289,
388313184,8353,1,36741920,8353,
2092340,8350,6,52128462,4689,
12779377,8349,1,42861797,8349,
178736501,8346,4,44374982,2790,
17423871,8345,7,40565517,2645,
22520119,8341,2,39629420,5907,
271126541,8340,1,51392538,8340,
5719473,8338,3,41735207,7724,
11454110,8338,10,36083538,2790,
4794239,8334,1,35079226,8334,
382389603,8332,1,36887324,8332,
175367012,8331,5,50104592,3465,
25389709,8330,2,35381059,8100,
29938883,8329,6,39703761,3299,
9181213,8328,5,43181370,6499,
383248511,8327,3,36969783,5906,
2169028,8327,3,39300162,5979,
325722407,8325,1,50880781,8325,
46960908,8324,2,40562483,7689,
62647916,8323,2,50629621,7717,
345409255,8320,1,49354182,8320,
14875199,8320,2,42359100,6252,
184886678,8319,1,46534291,8319,
403254254,8317,2,49548193,7953,
3613646,8316,5,43221324,4255,
311570505,8315,2,39249612,7709,
1336655,8305,1,52045045,8305,
402234559,8304,1,44683699,8304,
18564740,8303,1,41163328,8303,
280773505,8301,2,42769017,5515,
66683100,8301,2,44704318,8080,
5873023,8301,1,44510367,8301,
865763,8300,1,41737889,8300,
12919304,8300,6,36762883,2494,
155999663,8297,9,43187721,2495,
243933605,8292,1,41590392,8292,
2483027,8292,5,43169500,4513,
387284004,8291,7,37576122,4969,
400151204,8286,1,49285835,8286,
399743577,8282,18,44008985,2799,
261562261,8282,8,47915177,3550,
5250421,8280,3,48155535,6480,
16297402,8278,2,39377689,4697,
6587362,8278,2,38017131,4758,
279338527,8276,6,50571029,4206,
65593292,8269,7,41289777,3650,
377521491,8267,1,35025994,8267,
3298553,8267,4,46102616,6140,
13799061,8264,1,36104898,8264,
26643424,8264,2,49303120,6630,
385219584,8263,25,39563407,2420,
43875849,8262,1,46323819,8262,
16526128,8261,1,43698057,8261,
100979404,8261,1,43211013,8261,
45417753,8259,2,45089961,5950,
355086978,8257,5,45034049,5401,
383160111,8257,5,41883667,4822,
6609664,8256,3,42659737,7845,
14307313,8256,1,48844948,8256,
33238300,8255,15,45616191,5642,
254014854,8250,2,41083905,8079,
14712414,8249,3,42212494,3432,
325267364,8247,7,38398864,1682,
32876412,8247,2,47637472,4607,
399428452,8246,1,43154059,8246,
266216391,8240,11,44083131,3596,
264249807,8238,2,46419475,7994,
328197523,8237,2,51109314,5141,
16103825,8230,5,49277006,3608,
5057565,8228,1,41513625,8228,
278771044,8227,1,49016313,8227,
37987265,8226,1,46051404,8226,
181641255,8224,4,35352133,3320,
181641255,8224,4,37683651,3320,
108624765,8224,1,42369162,8224,
35334542,8223,1,43066290,8223,
15682034,8222,2,36793407,6052,
3401397,8222,3,37332681,5402,
19071750,8218,1,50207943,8218,
34267462,8218,1,45613378,8218,
32644685,8216,1,41127339,8216,
84510057,8214,1,40459490,8214,
400891097,8213,4,43176036,5078,
31626450,8205,2,50261708,8121,
57185301,8205,6,49164138,4852,
8346218,8205,2,39584395,6970,
2040089,8204,5,46673737,6605,
2976376,8202,1,44014076,8202,
292104927,8200,1,43661352,8200,
496670,8200,1,42102778,8200,
305812821,8197,4,35265948,4715,
107436792,8196,1,40180646,8196,
12451962,8196,1,48310767,8196,
73835174,8194,4,40761435,5383,
29640784,8187,3,43264593,7891,
398538574,8186,1,48039748,8186,
642567,8185,1,38994502,8185,
37061616,8183,1,50763618,8183,
402133105,8182,1,45915425,8182,
2320268,8181,2,38958327,5158,
379047813,8176,6,42873986,4536,
3574447,8175,3,50393302,7296,
18543647,8171,1,46102163,8171,
212210993,8169,1,40326058,8169,
74476227,8167,2,49825057,6523,
76917466,8165,1,36155495,8165,
171625386,8165,54,48083731,658,
39129281,8164,4,50732982,6730,
188396,8160,5,51660188,2862,
22148736,8156,4,51100913,7044,
85217997,8149,1,37794973,8149,
33948618,8148,4,43909828,5655,
174877568,8145,1,48893334,8145,
25160963,8144,1,50007626,8144,
24841473,8143,4,38486792,4811,
382520997,8140,4,46591696,6357,
37615332,8140,1,48851549,8140,
2168979,8137,4,40995441,4376,
385927498,8136,1,35832429,8136,
6585324,8136,5,42636975,2609,
402999728,8131,1,45306726,8131,
268627308,8131,2,51899026,7883,
9287335,8129,8,38071206,2647,
39590585,8128,2,46463609,7972,
21832239,8125,2,43263440,7043,
310822402,8125,2,44585232,6369,
12880656,8123,2,42175283,4074,
402603957,8122,5,47738412,6331,
1506929,8122,1,40974807,8122,
270320169,8120,3,44036141,4140,
393820054,8119,1,41604271,8119,
46039315,8116,4,40416080,6399,
9419642,8112,29,35718927,1106,
6701716,8109,1,45275060,8109,
315099274,8107,1,36885201,8107,
6535103,8104,5,41038772,2773,
107712412,8102,6,49891878,3838,
103263691,8099,5,46237420,6273,
26407879,8098,1,44186967,8098,
53713795,8092,5,40506396,2823,
393180573,8087,6,39300321,6119,
13582586,8086,3,51409017,7125,
32181708,8086,1,48659642,8086,
18370681,8083,1,35780386,8083,
4783626,8080,3,42565342,6819,
385002304,8072,2,35634135,7634,
377599375,8069,3,48011473,2940,
11865891,8068,9,48065982,3436,
387494627,8068,14,49953650,1624,
43894620,8063,1,44555635,8063,
45132383,8062,5,47496281,5609,
26690518,8062,1,35452423,8062,
88541555,8060,5,49839211,6517,
34800141,8060,2,35086906,6920,
25725780,8059,1,39539078,8059,
32098667,8057,1,50481852,8057,
313008728,8056,1,39904946,8056,
4102338,8056,3,51214565,5449,
87637496,8053,5,51362177,6376,
389526288,8046,5,44062454,4388,
20834370,8042,2,39400287,4968,
5295864,8041,1,51639003,8041,
413096068,8041,6,48724896,2692,
22432244,8036,6,51399345,1709,
22452078,8036,2,44404642,7180,
23237850,8033,9,37631326,2983,
17665691,8033,1,46234304,8033,
233969838,8032,1,43475815,8032,
385632806,8029,2,51572614,5707,
28439836,8026,3,44249975,7944,
33526706,8026,2,35433303,7491,
312326227,8025,1,47025640,8025,
24973931,8024,1,37525443,8024,
28260658,8024,1,49131849,8024,
108573408,8021,3,47808922,5837,
10889226,8020,4,37365751,5313,
286523363,8019,1,49962263,8019,
26024073,8019,1,47864657,8019,
39580842,8016,8,40664130,2338,
360316270,8016,2,46672596,5048,
13881623,8015,3,37782000,5805,
399386098,8007,7,43945915,2796,
75370328,8006,1,40506807,8006,
103050599,8006,2,51727560,7205,
29365613,8003,1,38643230,8003,
20388682,8000,10,36697439,1900,
97734208,7997,2,39597169,6055,
35734601,7997,3,46486168,4845,
396010026,7996,2,49208025,4481,
15244873,7996,1,45019115,7996,
359098253,7993,2,50357594,7954,
62661282,7989,1,50011901,7989,
45358589,7989,2,47313859,5897,
156964097,7984,2,47509793,7377,
2038671,7984,4,40303308,6642,
383494401,7983,1,47838179,7983,
8786925,7980,1,43104887,7980,
11441230,7978,1,38667678,7978,
11946242,7978,5,43738173,2574,
5029553,7977,1,40656516,7977,
424214698,7973,2,50980433,6332,
42126280,7970,12,40354944,3458,
3723559,7969,3,47035470,7100,
343558351,7968,3,41887966,5690,
2196724,7965,15,38481162,1849,
14524714,7964,2,48669775,6910,
130868385,7964,6,43951168,6114,
384941561,7963,3,36966460,6302,
