author,viewcount,num,av,max_viewcount,fans,tot_num
95341777,107667,7,47179381,42364,4418,
62605799,107660,14,42291955,49682,29,
390045444,107637,15,40160540,51110,114,
387807640,107620,10,49218829,43723,6237,
13894315,107600,2,43789272,54657,1332,
392526023,107497,11,49755743,89784,1003,
85527982,107492,5,46344496,88869,2172,
206716966,107442,2,35259139,107067,30,
23056221,107416,2,37334236,103998,202,
19583887,107397,3,51700936,83221,11802,
22576829,107339,26,38086303,24467,145,
44490151,107317,11,48245117,61188,599,
277063003,107299,10,40707721,95871,71,
185417856,107298,1,40215483,107298,21310,
409572814,107240,1,47990451,107240,218,
51889700,107235,5,47671833,59534,7573,
26663302,107227,4,47433144,36076,84,
110689715,107214,13,44457454,33404,33,
1267925,107197,6,45495077,42586,1076,
385308358,107194,1,49883453,107194,63,
351583907,107193,5,44236519,67022,78,
272923348,107137,3,37337379,106805,375,
89691674,107134,7,39060921,20196,24205,
23306179,107053,8,49579122,65690,3665,
411817316,107038,13,47989248,101690,53,
14567647,107033,10,38938474,63245,912,
1509989,106994,3,43523391,81802,4873,
28700888,106850,1,36100434,106850,90,
255768669,106735,5,35605840,69309,737,
24918048,106680,23,47557547,14825,862,
314570093,106643,1,38343557,106643,30,
392565508,106537,17,40838798,25340,143,
322736812,106506,44,50266931,19508,89,
394722322,106483,2,42290198,58214,380,
128409061,106324,1,42121917,106324,85,
65944103,106235,1,38737695,106235,33717,
10557864,106190,5,39159235,55554,182,
206837580,106149,3,39350688,37196,82046,
17348484,106137,3,42796050,68737,460,
270863154,106105,2,39811581,106016,72,
206371,106101,13,49369061,84767,3705,
302577354,106006,2,41122889,105354,144,
110113265,105872,10,50742944,59380,607,
203414881,105863,10,36821355,36531,253,
413687900,105861,4,49225660,72666,24,
393337840,105751,1,40952655,105751,113,
401383885,105695,4,49406786,60082,26,
260549031,105647,6,49124246,45707,281,
511010,105578,56,42918273,17259,16551,
35156719,105569,7,35303954,70689,348,
249199385,105496,5,47283295,87222,185,
3404162,105485,4,39775118,65135,47,
21824730,105427,4,44309449,78422,3515,
25912126,105415,6,36718796,62814,1485,
72260223,105243,1,35999966,105243,54,
30600288,105205,2,42867043,57301,25,
275233085,105181,3,41829787,54634,59,
382131910,104985,13,43048507,66000,3603,
413614965,104956,19,49523224,56315,11,
30317133,104884,11,36723149,42715,237,
48489013,104828,35,41167845,17691,359,
6038484,104795,1,46256649,104795,4537,
226074512,104795,3,49812570,60651,163,
38919927,104781,3,43667865,87054,5469,
361522798,104719,1,35464320,104719,1127,
111250936,104712,19,48274068,102516,150,
219584299,104655,1,48522933,104655,206,
20357998,104636,2,40632298,102104,186,
130176724,104625,1,37420694,104625,1091,
362470671,104595,48,48359867,15158,313,
243771328,104570,24,41913864,84848,293,
48224871,104534,1,50851779,104534,157,
403173187,104526,1,51751110,104526,24,
6041824,104498,1,49687026,104498,71,
6275027,104472,1,39757134,104472,2506,
24291919,104467,3,44441727,70394,5599,
409835167,104427,1,48241490,104427,33,
15988411,104409,15,36374743,36005,4507,
350309254,104364,3,45850204,52217,30,
161842159,104358,19,43542182,30215,762,
45283027,104343,6,47642113,51169,171,
20468405,104308,13,50417907,33928,34,
35959359,104288,1,35355672,104288,47,
263842340,104200,8,46818842,78911,499,
259218280,104146,10,39543445,25284,1102,
44644034,104138,7,44279205,61798,78,
300054700,104109,4,40559655,58211,340,
1381651,104087,2,36031849,63344,2179,
384894974,103973,3,40069885,98946,132,
20935509,103969,5,44805287,42330,44,
75871361,103925,81,42739958,37870,34519,
144985779,103913,4,36705652,59219,1105,
351763273,103907,1,36127753,103907,530,
330000342,103860,2,46046271,69807,1476,
190142508,103855,1,43181646,103855,72,
6197618,103832,6,49568253,53015,713,
28933253,103790,3,51367648,81244,213,
381422849,103756,213,46167886,30562,326,
392103736,103724,9,46068267,89936,18,
403935334,103669,10,45405174,52603,23,
87798302,103583,1,48061354,103583,17,
253766771,103523,1,50697513,103523,289,
401497457,103487,1,43528817,103487,399,
26452509,103479,1,50820805,103479,2582,
384718746,103479,5,39209324,50121,23,
2653628,103435,4,42954724,48426,84,
2713692,103387,4,44787202,87668,5238,
8251734,103310,30,35494892,15884,1597,
406465966,103262,12,47852081,58113,277,
207604044,103241,14,51093408,57600,1026,
18675547,103213,2,47052709,101785,176,
401487135,103115,2,44624600,97489,50,
1278045,103032,2,44761365,63238,1779,
300560144,103007,1,36214534,103007,811,
8899257,102965,11,37320498,46044,484,
7262065,102950,2,38998493,80754,94,
31776253,102946,31,46458861,14091,1949,
385200110,102898,2,43061726,90507,50,
352952442,102879,4,43906573,84035,32,
268023910,102877,2,48558919,63333,276,
43464711,102770,3,51932683,78380,453,
140288097,102763,18,51814202,18414,18158,
347503,102750,4,36423264,55789,2421,
37956204,102687,1,36355597,102687,735,
73398674,102668,5,47124132,98819,77,
382656074,102653,20,35090290,32987,488,
102317973,102639,2,48572347,102419,661,
177566777,102571,11,51411000,25950,80,
8634618,102380,11,44666441,39257,44,
393930830,102342,6,40989723,40633,32,
170184660,102274,24,37606942,33366,70,
93837892,102254,11,47512962,29396,35,
109404896,102247,1,40109831,102247,25,
335143655,102178,40,41150936,46204,476,
2254270,102058,11,51854389,41898,605,
39876775,101993,5,51488779,48391,365,
341861933,101918,3,43683455,83362,54,
183466153,101909,6,41593334,69666,10303,
396382340,101867,1,44421800,101867,1248,
339775582,101860,7,36090459,92509,1827,
355550767,101832,1,35290382,101832,163,
351484020,101745,6,36785276,90061,304,
65622566,101741,2,49797530,71468,25,
354397504,101727,25,48329176,39336,67,
38490899,101651,5,50109763,57962,8709,
6295881,101645,4,48151644,43384,3175,
5191677,101586,4,47041775,100777,47,
384364061,101581,10,36111416,89340,131,
101746225,101574,2,43120304,92737,204,
23241370,101560,5,40094790,30055,52260,
9319787,101556,24,47607604,18112,453,
7898589,101535,2,46750717,85061,105,
5397469,101438,66,38261383,4811,1047,
17516111,101420,6,41547322,53054,889,
400629947,101340,9,46305317,91963,2714,
412662399,101309,1,49189542,101309,19,
11860785,101269,1,52051077,101269,150,
320501222,101220,4,36501433,37453,204,
1493799,101216,33,48034690,13639,524,
386356513,101140,12,37448455,36060,73,
392101156,101067,4,40228014,85765,20,
51986235,101033,24,47072998,70485,15,
328373037,101000,3,50772755,90706,48,
237703737,100989,4,40821946,92477,485,
392088627,100880,15,40391523,38212,25,
363103880,100859,1,35472462,100859,1023,
299684006,100790,2,51654275,87041,150,
1305451,100608,89,36034112,7578,2481,
204891824,100513,47,37239470,37742,16,
26085104,100509,2,35794403,93584,67,
15754608,100460,5,40375199,96168,105,
161838391,100391,22,38430470,23538,444,
10002039,100388,1,41593205,100388,824,
396531841,100353,4,41027818,100009,850,
2605346,100321,4,43175344,97888,168,
91523687,100308,44,41656408,8801,2341,
22941402,100245,1,42758554,100245,191,
382370903,100216,22,39845189,34013,130,
94249159,100165,9,49836374,66623,1884,
164838853,100151,7,35682865,89471,1227,
179001597,100105,4,38126820,74409,10946,
319234896,100099,8,51570548,75355,85,
27755483,99981,27,46095218,65728,67,
321897532,99972,3,48499986,89268,19,
355145486,99966,12,50847494,38536,4578,
7678642,99948,20,44423351,35427,1152,
123005954,99914,1,48219111,99914,87,
38322158,99908,4,42853965,55291,56,
24575285,99891,12,49124380,23426,266,
105395438,99884,1,41885578,99884,132,
7300627,99805,1,35289025,99805,19767,
22500342,99802,4,45891898,60946,653118,
7821562,99784,14,35786571,18401,8532,
17078308,99663,20,42045222,34484,988,
279671080,99629,2,40760141,98688,41,
130270239,99622,5,44301924,81720,34,
319827296,99504,1,46018734,99504,14545,
247285209,99455,22,45981054,52307,1468,
328024075,99447,1,43063958,99447,3848,
43630592,99426,174,46779066,3932,296,
50205514,99353,13,43507223,17841,7854,
28015675,99274,1,42036333,99274,46,
373384436,99193,4,38838633,52257,21,
113556838,99083,4,51664129,96413,123,
175631,99056,7,45492840,23629,339209,
113084805,99055,2,51802912,80994,1024,
389513240,99019,16,46362686,31741,151,
29648845,98945,4,41074596,72031,171,
31524336,98929,10,36524132,58525,754,
23842147,98792,1,37008105,98792,387,
353990062,98778,2,40188703,95622,37878,
43871207,98752,2,43111947,87987,12084,
319483765,98724,34,48796951,22037,1418,
43535125,98724,3,37065200,49914,194154,
401898485,98627,3,52094150,98002,270,
273366486,98622,1,44489081,98622,181,
37060590,98593,3,44561904,98113,409,
69128737,98576,4,38869533,86829,48,
111172571,98556,2,42977736,97823,74,
20416182,98532,9,48131292,36724,388,
263137851,98425,7,42013411,38066,497,
3360939,98368,1,39328561,98368,97,
412927674,98326,6,50868815,84011,453,
386743040,98298,4,35907422,91359,729,
222103174,98273,18,39978545,35830,283436,
245534532,98239,22,51882893,38094,11,
58398932,98226,1,40379931,98226,6355,
21677758,98183,2,43031396,98095,64,
3491505,98160,16,42463468,16555,20593,
3168655,98147,4,35197156,42945,2060,
226857649,98006,11,42631060,40148,444,
1830528,97933,1,38761360,97933,92,
4518772,97922,8,49855382,33059,5342,
71206893,97893,29,43597952,10610,3423,
382630209,97880,11,45345950,56776,89,
184878899,97798,1,36725160,97798,69,
394069185,97797,16,45458521,60816,13,
41232942,97732,1,51304556,97732,1283,
4199837,97716,4,36303638,60737,72,
177320241,97675,16,48733188,52257,10389,
206885358,97668,5,36125124,61683,12598,
298781987,97633,5,35244277,70179,307,
388436596,97545,1,39921025,97545,35,
30897005,97544,1,47508196,97544,40,
397500726,97520,4,46878423,70521,399,
43276144,97470,1,49368129,97470,107,
13713405,97387,3,38382808,44431,4648,
381731931,97367,4,37103820,77488,1534,
18447380,97218,1,37555305,97218,8035,
320738217,97203,1,35533429,97203,2411,
7205745,97202,2,51179232,95454,42,
173627963,97089,31,38839343,10652,308,
328486010,97078,2,50365133,73827,53,
7417280,97061,4,36652423,56671,17952,
42220359,97028,2,44752288,77867,4529,
401010475,96985,8,48442719,72186,70,
58210593,96940,2,45989812,94534,336,
36012175,96825,28,36064320,35199,963,
240776282,96817,1,48527720,96817,800,
189312953,96803,10,43942007,55251,2618,
350905839,96764,5,39444562,60074,95387,
9615970,96727,9,49150077,47053,1234,
35182594,96690,10,37734719,31302,1528,
3379854,96637,4,40033716,65481,19477,
386266610,96577,36,44097875,30395,24,
32632571,96567,3,43003848,47729,37,
396916838,96564,42,49161500,41302,40,
26822022,96493,5,47984164,86221,1557,
293688589,96446,1,39771465,96446,181,
228852065,96414,8,51357591,26397,1852,
30021546,96394,3,36921825,50569,459,
42428586,96361,1,48914801,96361,30929,
9129923,96360,3,40030971,60617,4094,
1797004,96347,3,51106415,92577,13,
22551271,96194,1,35400834,96194,126,
40881327,96097,10,49745281,60371,27,
35199350,96094,11,46412356,36449,7447,
26145172,96050,23,39678332,47034,281,
94344180,96027,4,42977019,40272,9584,
8273488,95973,5,47659019,40862,1539,
66648280,95931,5,37258249,95010,176,
389869292,95857,98,41652784,65332,63,
90634031,95795,11,41122110,62398,3303,
687707,95704,6,48478729,44029,955,
7140721,95638,3,44425972,89906,26,
626964,95252,1,40369383,95252,145,
8167051,95250,4,44092349,57469,580,
387670622,95208,60,37617230,22050,136,
27034233,95196,10,46062620,66550,3383,
26986449,95125,15,37661201,34494,520,
24373115,95106,5,40346372,53970,237,
35582121,95050,12,40184339,27541,421,
416192166,94987,3,50516361,92652,29,
11109712,94972,8,45878863,25251,1627,
38115704,94908,8,46658968,28588,3255,
282919019,94903,4,49707100,92921,50,
37401206,94873,1,39923801,94873,2488,
356580351,94838,1,43037699,94838,94,
291369845,94838,1,37829854,94838,810,
385651638,94827,53,35625196,56734,481,
25102452,94793,1,45609461,94793,80,
38101163,94768,8,43018643,62065,24,
15665388,94768,3,35734583,67493,385,
26479287,94703,3,43692250,84216,61,
444348,94525,2,39416330,49032,13636,
382196347,94467,3,43800406,35624,81,
111806383,94387,34,38474609,6907,23680,
37314800,94253,20,40058983,34730,86,
31018330,94251,2,46293621,93796,81,
23532976,94183,7,39137995,21895,279,
19051761,94162,5,49100774,69226,595,
373044525,94125,10,40130535,80817,27,
26676871,94053,1,39016892,94053,106,
342269019,93979,1,41783664,93979,401,
388391902,93960,30,37534326,45470,38,
416098963,93953,62,50058139,17750,18,
203447462,93877,108,43530881,37845,1046,
4472212,93784,1,49391522,93784,54,
8504108,93741,6,50130370,36687,332,
1782815,93716,19,47955354,22080,420,
81384216,93571,10,44938904,49638,8737,
19115554,93522,2,43476080,73115,251,
11145391,93516,1,37304526,93516,245,
241306009,93437,8,51433223,27287,1001,
32415266,93336,2,39592799,78722,1295,
362057878,93289,1,51707708,93289,15,
402126418,93267,14,46338619,30096,243,
389672796,93212,12,38998934,57957,18,
390597514,93209,9,46067890,28625,441,
15268299,93208,59,48595527,45236,368,
23830051,93203,1,37679990,93203,479,
18851803,93118,3,38056511,62979,11128,
313550488,93053,2,37233717,92712,24,
381836044,92934,27,40030699,15901,2577,
187582094,92819,3,44546276,79502,154,
95218349,92782,1,50020278,92782,159,
382121453,92778,2,40851488,50057,19023,
305898645,92760,4,41933077,86273,399,
322895832,92648,13,50889744,71372,107,
13379904,92567,1,45713608,92567,35,
395189265,92561,6,45489912,77627,1483,
303249943,92551,1,45329852,92551,44,
3225955,92509,12,44611823,34575,589,
107653871,92492,1,50666425,92492,480,
6963464,92370,2,46781507,91420,391,
386251237,92367,1,43365932,92367,229,
330836787,92329,2,36632626,52397,33,
304253267,92327,6,50961404,64821,194,
12898009,92316,5,46417359,40091,759,
37392738,92276,16,36685678,53225,316,
397288656,92269,7,45535508,70289,57,
155996580,91932,1,36931132,91932,53,
114059236,91925,9,45930511,35413,39,
15282414,91894,2,48876694,90786,135,
173467272,91877,4,42318635,32642,1894,
402110683,91863,15,48977438,38758,3502,
33013090,91824,6,40353251,54323,9406,
4421411,91809,14,42163574,44601,46,
207952144,91778,1,49160888,91778,36,
396541298,91770,2,42834730,91460,37,
2639944,91706,25,50769698,12726,13947,
393318899,91672,3,44635830,59965,12541,
26583903,91634,1,37810062,91634,93,
175373273,91630,1,50044581,91630,35,
380446273,91611,1,40125350,91611,4377,
403397109,91584,6,46874746,34211,1215,
2416717,91572,9,37287932,36346,40,
278274580,91488,24,36142965,24524,477,
2462952,91471,27,47745822,9345,1903,
404907689,91437,69,45830451,23368,10,
15431090,91409,2,51114728,78392,46,
7574032,91344,9,41865093,20546,85470,
394497902,91329,1,42504517,91329,561,
263846561,91303,4,41513818,85313,50,
25260371,91276,12,37251842,31379,45,
1878868,91239,9,37718132,37340,1862,
307094550,91183,2,36859389,57265,4303,
411197525,91141,2,49754303,90735,15,
214580520,91084,12,42190200,30006,19,
170934453,91012,3,37059597,86912,3868,
249021469,90953,11,40733466,39864,118,
383462128,90952,7,35808618,41146,351,
2055346,90857,14,42640007,14264,12006,
5617563,90849,9,37824066,64531,22,
57864712,90757,6,39533356,21288,59,
32784723,90748,5,42288532,44205,750,
97148350,90742,10,50779058,23150,416,
344642633,90718,1,50397821,90718,39,
414255170,90579,55,50905189,15679,131,
394460356,90553,1,42031788,90553,186,
27100561,90505,9,35107759,45367,450,
88161159,90392,19,36388423,27048,583,
16086962,90361,245,46204248,3911,2421,
32708408,90337,2,35773445,77785,54184,
29988478,90300,1,39859929,90300,2266,
293718960,90276,6,37074350,43665,280,
385114462,90220,27,46683582,16962,1572,
238160134,90137,64,44626572,11482,376,
381852087,90114,36,41700501,16582,7412,
153738755,90107,24,49393023,51099,89,
18664908,90079,3,38081585,51473,24069,
2345242,89990,6,45182802,41267,894,
10895662,89969,66,40242520,33857,1657,
408648528,89878,5,49534629,26998,1314,
400939612,89875,46,49502251,11836,40,
390827573,89869,11,42231151,55559,405,
8254084,89845,3,48935556,36191,133,
65763913,89791,13,44052842,36124,339,
393418898,89684,4,47849246,48935,74,
28292718,89666,2,37708663,84752,158,
262224136,89607,21,44605199,18851,849,
376763062,89519,7,47594503,56223,137,
8550922,89499,23,41238706,55642,134,
11318511,89470,2,45159729,80503,142,
518754,89417,23,49430132,34150,824,
15881124,89357,1,39686065,89357,11,
26605749,89298,4,41514326,45794,165,
8420734,89215,3,37303248,61092,7608,
412657444,89097,4,48719936,42547,29,
308129096,89092,6,51768351,55291,321,
235606916,89035,7,36453089,84640,12163,
421616175,89005,8,50875982,20970,1937,
180078484,88958,2,49868216,75236,2093,
12742440,88950,1,47593332,88950,437,
32878735,88943,8,37228162,41723,1533,
32303583,88936,3,41583060,75913,429,
259831210,88855,9,41223704,86357,174,
5024102,88848,5,37355122,52809,33,
44208977,88801,2,41592646,87857,4340,
403535377,88772,5,47815379,86715,49,
2725100,88746,11,49396833,30323,52,
67047327,88719,1,35841803,88719,65,
93802347,88696,17,47191910,42069,1878,
2605202,88678,1,42121909,88678,46,
8226443,88641,4,49721295,52735,93,
69979311,88639,1,43027913,88639,463,
21113554,88570,9,44686933,39567,368,
289085793,88527,1,43482365,88527,66,
210368602,88465,2,51519790,88033,244,
32075484,88453,32,51147952,33352,505,
14736662,88364,2,46981099,78463,74,
213132025,88363,4,38094177,57264,1981,
2600290,88319,10,39603818,20817,219,
13952489,88310,2,37248609,85745,6963,
20771042,88170,5,35196702,80702,130,
281556865,88112,9,37071907,35210,65,
131354586,88089,4,51082483,64454,46,
70570528,88026,68,49829220,11901,51,
294653435,87996,15,42406440,23667,194,
355975861,87928,24,37679376,24550,86,
12268155,87763,1,39058168,87763,36,
107679636,87735,4,42559816,55569,29,
11792972,87730,11,47594168,31366,91,
16218525,87697,4,47287076,46713,21,
3467589,87663,9,48884081,28932,2562,
320359638,87650,41,49936814,13431,671,
356098237,87596,2,42022216,86639,60,
282427641,87557,7,46540055,49574,1215,
21903894,87523,1,50169459,87523,26,
393514995,87514,2,46772470,85138,30,
15807807,87414,5,39905333,41569,7285,
404867057,87408,1,47349938,87408,129,
234579272,87341,5,49823502,27815,50468,
359497638,87291,1,36894565,87291,166,
10469961,87284,1,43438577,87284,28,
252468541,87264,1,42482886,87264,29,
14832273,87191,34,37701981,13649,2798,
404072506,87117,3,45139398,74381,91,
4049101,87069,14,35760775,22019,601,
35963407,87049,4,36367441,68244,35,
389612471,87048,13,38411332,35103,36,
111593519,87005,41,41827939,7518,124,
24072069,86970,11,43327067,34712,863,
86452114,86966,53,48342457,14183,310,
321848807,86945,2,39463187,64175,287,
42370906,86918,1,49735567,86918,101,
286230741,86878,6,35442280,78236,489,
249697145,86862,3,38757939,57074,1094,
301137012,86840,7,47301764,59666,433,
175519622,86824,2,44702934,86516,15,
394663794,86823,7,40319277,58529,130,
217602692,86819,6,44669363,36254,786,
396617853,86774,11,41924490,46718,50,
388946435,86623,25,39203209,13399,24,
17469424,86574,13,40222112,15654,359,
190908722,86543,4,44062456,56413,1299,
1354057,86479,5,43315169,30293,2103,
381327555,86409,7,35955493,72351,1512,
234909188,86372,50,47216035,7363,123,
268615457,86333,13,36128649,43722,936,
298110208,86294,8,47848731,50357,154,
4200787,86274,1,43251348,86274,36,
22284443,86238,5,38838104,58662,8688,
85893349,86236,2,50010669,64796,55,
123981315,86208,1,40384327,86208,21,
368714658,86123,1,36795061,86123,102,
25266678,86077,5,42902391,43427,150,
72549633,86053,29,44550466,8214,1953,
15378431,85985,1,45480304,85985,49,
22025632,85977,10,35778322,64680,980,
313562075,85949,1,44850242,85949,20,
106341102,85916,26,46232486,53328,43,
70959552,85897,27,38187955,13896,167,
9087765,85784,9,37981586,61515,840,
2045740,85737,5,42638528,77862,137,
402447541,85718,2,44129497,77836,15,
207702888,85621,4,35653900,41712,18573,
21945264,85589,1,49503220,85589,109,
323529096,85560,1,39916452,85560,70,
3848177,85536,4,35824232,46623,27,
345628618,85535,3,47008046,75066,563,
403961427,85514,9,49789376,45421,318,
364859352,85508,5,49852431,83676,32,
39240810,85482,7,51814037,59055,991,
98635652,85446,7,38729506,77461,1299,
67963912,85435,1,51677599,85435,411,
328083741,85391,1,42025004,85391,17,
358798763,85334,32,38967566,15345,16,
304539803,85278,1,38119889,85278,537,
8546692,85263,1,41592749,85263,545,
108138152,85249,8,51513148,65817,84,
39277655,85244,4,46414604,75335,20794,
838208,85076,2,48421136,83389,179,
274977067,85048,13,48274519,45657,214,
405267352,85027,27,50153868,30468,127,
406451831,85026,9,47824800,22954,57,
22630702,84859,1,45456147,84859,283,
55959282,84849,2,49983732,71140,36,
43195935,84848,1,35604590,84848,26,
401657930,84824,1,50590118,84824,2129,
286081103,84679,1,39501609,84679,48,
96986796,84554,1,48906596,84554,82,
393701848,84534,2,48540944,83972,682,
10899360,84523,3,38204188,62146,98,
956763,84514,1,40659867,84514,4898,
7481657,84493,8,43181224,26660,84,
385328558,84450,2,41601955,69255,7733,
2464835,84447,34,50618380,18778,3731,
16225877,84437,1,44422704,84437,80,
49599972,84373,2,48882897,84158,49,
281182562,84257,2,43839645,59344,163,
2781635,84256,2,38926791,61122,1604,
155897161,84252,2,36669632,83799,753,
29717305,84165,3,39164823,61947,9658,
203537759,84130,12,46524879,29991,1932,
234973621,84122,28,40604910,68531,28,
406709111,84079,1,50769317,84079,149,
415982961,84057,9,50570439,24603,6891,
15967711,84015,3,50825258,50554,1550087,
397787485,84010,6,42873811,64992,155,
22857464,83771,1,42978219,83771,156,
18918983,83762,1,37315192,83762,9,
19149988,83676,6,45860808,59597,130,
388137797,83641,71,36956519,14467,137,
254000569,83609,318,37077952,28255,701,
46717440,83550,1,51899267,83550,9,
416217221,83524,5,50372253,71132,17,
6619913,83463,1,42264992,83463,236,
12308062,83462,15,37590406,13657,37220,
391196792,83438,54,48452036,10722,191,
4277400,83393,46,39419353,12430,3961,
5063475,83353,1,38339185,83353,133,
33386683,83288,3,50975432,40729,33,
21067135,83263,1,41663752,83263,3277,
358748815,83245,107,36000723,29036,2081,
95216276,83227,26,50875945,38697,8331,
40543817,83189,15,42184969,38693,639,
13821213,83150,2,41088533,81710,28,
173831229,83080,8,42327317,36451,817,
22638015,83073,3,40404381,76829,484,
294691975,83030,1,35467443,83030,1351,
382251456,83004,12,36093232,66934,119,
191129954,82941,4,42378342,42349,176728,
31867298,82762,11,35066553,14932,2347,
10727224,82688,8,39778073,25174,1250,
428203100,82651,4,51734359,33989,23817,
408391192,82642,4,51931534,78466,3617,
34144341,82635,2,40551720,80563,311,
15883211,82630,74,38574877,11859,397,
298468588,82626,5,48419247,67099,32,
2553409,82597,2,40682119,82359,558,
4907856,82584,1,47265907,82584,137,
317398430,82571,21,38242882,44230,257,
61986368,82434,1,51567505,82434,1497,
81608066,82269,3,43176026,60288,15,
327507015,82241,3,48081978,60851,89,
860172,81980,12,45265117,33189,146,
119314612,81927,1,40048044,81927,21,
3657489,81886,18,43857843,23884,2140,
107264520,81869,23,46394110,62787,597,
7284567,81869,1,48874978,81869,16,
94302927,81866,2,38863920,81662,1046,
110053864,81832,1,48702870,81832,61,
400748923,81817,23,46025379,19019,418,
271231661,81815,5,45299262,44391,3954,
27688560,81811,5,40264767,62947,146,
404929126,81806,2,47492955,74502,14,
2858035,81790,75,41907303,4568,457,
350558718,81776,2,42784261,81391,23,
410018272,81725,112,48630594,23543,32,
27761727,81721,4,45544634,72732,32,
77028624,81611,1,49785638,81611,79,
169543122,81610,19,48526774,29742,121,
7957315,81552,4,47507200,50127,150,
400290786,81544,50,43620280,10127,29,
8010389,81538,6,38911995,37937,412,
390895648,81521,7,38388839,55192,73,
175499058,81502,1,42392565,81502,50,
40861742,81492,18,38032430,36331,174,
197259578,81488,1,40632300,81488,22,
9205804,81486,10,48394284,41468,699,
32410191,81440,3,41202112,79551,186,
15497943,81413,16,39934272,30545,3131,
315845990,81322,20,39930461,25946,575,
403969850,81318,29,49825857,24475,197,
43542252,81317,3,48476531,33593,16170,
5880752,81287,12,38548172,16145,1780,
398039069,81248,45,43518010,50387,206,
85756746,81101,6,45764033,34674,66,
100588127,81097,1,50519778,81097,680,
406765212,81033,12,46668896,26889,357,
527424,81026,1,52122534,81026,62,
38887933,81010,3,42335248,57056,39,
267414420,80999,1,47909538,80999,194,
324713829,80951,3,43863932,51872,17,
831609,80950,2,41794199,74029,2895,
108075090,80933,4,47351806,79020,83,
6338262,80920,9,43102431,28974,91,
43931602,80890,2,38872661,79848,39,
11550789,80877,4,50763069,37634,84,
23352824,80859,3,42750035,76101,165,
319910674,80825,12,37380852,36133,629,
392035957,80771,1,48432467,80771,160,
297497642,80738,4,35801503,41988,12695,
178576732,80725,1,48656927,80725,2695,
96877738,80618,16,36278744,22222,1387,
1409392,80593,3,42827110,48626,40409,
383086081,80491,5,36069198,67867,529,
25904920,80448,5,46575608,68586,915,
103294228,80408,9,44213398,29297,24,
501618,80378,3,35771224,68019,418,
295076728,80363,1,40023875,80363,6012,
27655431,80336,13,51254677,36166,945,
191060811,80320,1,38334939,80320,69,
2742893,80317,1,36841620,80317,31,
87344604,80210,1,40715750,80210,79,
389615700,80206,8,41090133,27173,62,
81411764,80171,4,35147636,29941,3511,
10034455,80110,10,50056839,22056,40,
5910629,80092,1,42153748,80092,922,
44226272,80068,1,41136641,80068,2390,
228200192,80010,1,48417375,80010,14,
315167204,80010,2,35201587,78854,1152,
141623035,79992,2,49334692,56982,166,
13940404,79972,2,45777237,78053,2713,
209429512,79972,9,36970690,37319,25,
18210414,79971,3,40346649,79302,54,
241603427,79924,1,38345545,79924,82,
396691478,79891,7,40953470,44416,58,
96999967,79878,6,51959654,67726,68,
12783270,79853,9,38697564,29913,1635,
10687343,79833,11,47062682,66224,1724,
26674373,79811,18,51958961,28883,247,
330693379,79810,12,51574624,59650,1152,
19284828,79727,46,51156729,6935,258,
350651877,79707,1,36236122,79707,70,
17611185,79707,1,47891111,79707,2243,
32270504,79700,9,41584537,60055,503,
396251322,79681,1,40571178,79681,16,
74502109,79572,1,43922951,79572,378,
10984744,79551,1,50499059,79551,15247,
398517334,79473,6,52131659,44611,56,
107682974,79439,1,49437915,79439,48,
387833050,79384,1,36439061,79384,16,
17309007,79377,4,35526385,60239,377,
352070521,79363,3,36503440,76344,37769,
27201262,79341,2,50086053,79140,1148,
27988767,79341,2,43911242,78687,66,
335883248,79296,1,39730245,79296,108068,
201427288,79291,5,45775819,44003,5740,
357634032,79259,7,42716922,56870,555,
396638679,79259,3,41042724,78798,62,
53983870,79250,11,48745446,39052,203,
272331286,79149,27,45316952,15049,149,
344136762,79125,11,38183270,42698,103,
26102069,79110,30,40359399,34884,1030,
173527613,79098,13,38481741,33782,14107,
4712666,79052,2,42619888,77652,1762,
212243438,78937,6,35962900,64639,5423,
175773131,78934,4,47262901,36345,158,
393428251,78933,6,41608375,55466,22,
347141635,78891,9,35501357,40492,12037,
52165955,78889,2,35345323,69697,119,
106084244,78879,12,39001580,18884,289,
33463300,78878,7,38150294,20958,573,
40518990,78872,3,40141186,59076,228,
403651862,78863,8,51670286,35123,906,
20893926,78813,23,51056552,62192,6374,
2097128,78805,8,49303050,52337,2435,
14927793,78795,5,51465716,62855,19,
15772890,78794,2,47585021,78663,47,
586431,78754,1,44516773,78754,1090,
6773589,78668,28,45910473,11740,2843,
234868124,78640,2,50209781,78588,21,
410261486,78628,2,50783197,78534,57,
106098596,78569,34,46365161,10718,77,
8670771,78479,2,41157511,78308,129,
216203463,78440,4,49642628,53500,343,
50153086,78436,6,45436151,22755,2973,
47226998,78422,1,48587395,78422,18,
94071040,78421,5,49465934,60891,3472,
270518190,78408,2,45043321,77989,21,
37525640,78301,5,51414940,44359,13,
226971810,78285,2,44778637,78030,54,
385124101,78269,7,45252075,77443,117,
8907304,78254,3,48522117,72448,3274,
17722798,78253,2,41864084,62662,173,
23015050,78218,3,42800708,46117,151,
27300882,78214,2,44669012,77995,211,
72603729,78186,3,44489535,77833,13,
328480277,78166,5,35233239,21636,636,
396935308,78085,28,41845245,39430,63,
320898264,78083,8,47576770,61721,99,
877435,78059,20,36894929,15592,413,
17939726,78044,20,37354757,14711,207,
